id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
15621,10189,FC Schalke 04,2011-02-22,63.0,57.0,55.0,70.0,62.0,37.0,67.0,38.0
15621,10189,FC Schalke 04,2012-02-22,50.0,36.0,59.0,52.0,56.0,43.0,44.0,53.0
15621,10189,FC Schalke 04,2013-09-20,60.0,47.0,62.0,54.0,52.0,45.0,58.0,42.0
15621,10189,FC Schalke 04,2014-09-19,39.0,45.0,42.0,56.0,41.0,51.0,51.0,40.0
15621,10189,FC Schalke 04,2015-09-10,58.0,42.0,64.0,61.0,37.0,55.0,59.0,56.0
15622,9904,Hannover 96,2010-02-22,55.0,70.0,65.0,45.0,65.0,70.0,70.0,70.0
15622,9904,Hannover 96,2011-02-22,55.0,56.0,55.0,43.0,53.0,39.0,37.0,53.0
15622,9904,Hannover 96,2012-02-22,65.0,58.0,63.0,44.0,64.0,39.0,45.0,47.0
15622,9904,Hannover 96,2013-09-20,78.0,58.0,66.0,39.0,41.0,39.0,48.0,47.0
15622,9904,Hannover 96,2014-09-19,48.0,38.0,38.0,51.0,40.0,37.0,48.0,56.0
15622,9904,Hannover 96,2015-09-10,48.0,41.0,38.0,51.0,40.0,35.0,50.0,61.0
15623,8721,VfL Wolfsburg,2010-02-22,65.0,45.0,65.0,60.0,70.0,45.0,60.0,50.0
15623,8721,VfL Wolfsburg,2011-02-22,65.0,45.0,65.0,36.0,51.0,58.0,47.0,66.0
15623,8721,VfL Wolfsburg,2012-02-22,54.0,59.0,67.0,56.0,48.0,38.0,40.0,45.0
15623,8721,VfL Wolfsburg,2013-09-20,58.0,57.0,68.0,72.0,70.0,64.0,42.0,55.0
15623,8721,VfL Wolfsburg,2014-09-19,58.0,45.0,68.0,60.0,54.0,59.0,48.0,47.0
15623,8721,VfL Wolfsburg,2015-09-10,68.0,57.0,69.0,66.0,50.0,66.0,46.0,55.0
15624,8722,1. FC Köln,2010-02-22,55.0,65.0,65.0,40.0,60.0,45.0,55.0,70.0
15624,8722,1. FC Köln,2011-02-22,58.0,71.0,42.0,39.0,50.0,40.0,40.0,56.0
15624,8722,1. FC Köln,2012-02-22,53.0,53.0,57.0,44.0,57.0,43.0,55.0,67.0
15624,8722,1. FC Köln,2013-09-20,60.0,56.0,57.0,44.0,57.0,43.0,55.0,67.0
15624,8722,1. FC Köln,2014-09-19,59.0,57.0,53.0,47.0,59.0,57.0,46.0,54.0
15624,8722,1. FC Köln,2015-09-10,59.0,65.0,57.0,36.0,71.0,42.0,56.0,51.0
15625,9810,Eintracht Frankfurt,2010-02-22,60.0,35.0,35.0,70.0,60.0,65.0,30.0,45.0
15625,9810,Eintracht Frankfurt,2011-02-22,52.0,43.0,62.0,62.0,41.0,48.0,50.0,53.0
15625,9810,Eintracht Frankfurt,2012-02-22,38.0,34.0,47.0,45.0,48.0,46.0,45.0,54.0
15625,9810,Eintracht Frankfurt,2013-09-20,41.0,34.0,47.0,45.0,48.0,46.0,45.0,57.0
15625,9810,Eintracht Frankfurt,2014-09-19,63.0,42.0,57.0,50.0,52.0,43.0,46.0,55.0
15625,9810,Eintracht Frankfurt,2015-09-10,51.0,38.0,47.0,58.0,40.0,48.0,42.0,55.0
15626,8177,Hertha BSC Berlin,2010-02-22,60.0,50.0,45.0,55.0,55.0,55.0,30.0,55.0
15626,8177,Hertha BSC Berlin,2011-02-22,59.0,43.0,56.0,50.0,66.0,50.0,43.0,55.0
15626,8177,Hertha BSC Berlin,2012-02-22,48.0,45.0,45.0,51.0,46.0,50.0,50.0,55.0
15626,8177,Hertha BSC Berlin,2013-09-20,40.0,55.0,63.0,46.0,63.0,50.0,38.0,55.0
15626,8177,Hertha BSC Berlin,2014-09-19,68.0,55.0,51.0,59.0,59.0,41.0,60.0,51.0
15626,8177,Hertha BSC Berlin,2015-09-10,47.0,55.0,59.0,68.0,45.0,50.0,45.0,57.0
15627,9912,DSC Arminia Bielefeld,2010-02-22,40.0,65.0,45.0,70.0,50.0,45.0,40.0,50.0
15627,9912,DSC Arminia Bielefeld,2011-02-22,46.0,58.0,45.0,33.0,42.0,38.0,48.0,50.0
15627,9912,DSC Arminia Bielefeld,2014-09-19,62.0,55.0,56.0,51.0,52.0,36.0,54.0,48.0
15628,8697,SV Werder Bremen,2010-02-22,70.0,40.0,70.0,40.0,70.0,70.0,65.0,70.0
15628,8697,SV Werder Bremen,2011-02-22,64.0,40.0,65.0,48.0,64.0,64.0,48.0,68.0
15628,8697,SV Werder Bremen,2012-02-22,54.0,40.0,68.0,58.0,48.0,49.0,50.0,65.0
15628,8697,SV Werder Bremen,2013-09-20,68.0,33.0,71.0,67.0,78.0,60.0,50.0,64.0
15628,8697,SV Werder Bremen,2014-09-19,40.0,47.0,37.0,40.0,51.0,40.0,50.0,45.0
15628,8697,SV Werder Bremen,2015-09-10,56.0,63.0,68.0,66.0,58.0,63.0,47.0,73.0
15629,8398,FC Energie Cottbus,2010-02-22,45.0,55.0,30.0,55.0,45.0,68.0,70.0,68.0
15629,8398,FC Energie Cottbus,2011-02-22,64.0,55.0,71.0,38.0,52.0,58.0,48.0,40.0
15629,8398,FC Energie Cottbus,2012-02-22,50.0,48.0,47.0,67.0,53.0,57.0,47.0,52.0
15629,8398,FC Energie Cottbus,2013-09-20,50.0,48.0,47.0,67.0,53.0,57.0,47.0,52.0
15629,8398,FC Energie Cottbus,2014-09-19,39.0,40.0,52.0,67.0,56.0,47.0,55.0,52.0
15630,8226,TSG 1899 Hoffenheim,2010-02-22,70.0,30.0,70.0,55.0,55.0,65.0,70.0,65.0
15630,8226,TSG 1899 Hoffenheim,2011-02-22,75.0,35.0,72.0,51.0,68.0,68.0,50.0,52.0
15630,8226,TSG 1899 Hoffenheim,2012-02-22,61.0,53.0,42.0,62.0,54.0,47.0,59.0,40.0
15630,8226,TSG 1899 Hoffenheim,2013-09-20,32.0,53.0,36.0,62.0,64.0,47.0,52.0,45.0
15630,8226,TSG 1899 Hoffenheim,2014-09-19,68.0,63.0,68.0,38.0,55.0,56.0,57.0,54.0
15630,8226,TSG 1899 Hoffenheim,2015-09-10,69.0,53.0,66.0,62.0,59.0,63.0,61.0,38.0
15631,9788,Borussia Mönchengladbach,2010-02-22,65.0,45.0,50.0,70.0,65.0,55.0,40.0,65.0
15631,9788,Borussia Mönchengladbach,2011-02-22,63.0,46.0,60.0,51.0,61.0,49.0,58.0,49.0
15631,9788,Borussia Mönchengladbach,2012-02-22,57.0,64.0,54.0,48.0,55.0,33.0,43.0,38.0
15631,9788,Borussia Mönchengladbach,2013-09-20,76.0,40.0,66.0,48.0,30.0,33.0,53.0,41.0
15631,9788,Borussia Mönchengladbach,2014-09-19,31.0,32.0,38.0,26.0,49.0,43.0,50.0,41.0
15631,9788,Borussia Mönchengladbach,2015-09-10,31.0,32.0,38.0,26.0,49.0,41.0,48.0,39.0
15632,10269,VfB Stuttgart,2010-02-22,70.0,30.0,60.0,70.0,70.0,65.0,50.0,60.0
15632,10269,VfB Stuttgart,2011-02-22,64.0,48.0,60.0,62.0,56.0,45.0,56.0,39.0
15632,10269,VfB Stuttgart,2012-02-22,50.0,42.0,56.0,66.0,48.0,47.0,44.0,43.0
15632,10269,VfB Stuttgart,2013-09-20,59.0,41.0,58.0,66.0,65.0,47.0,52.0,38.0
15632,10269,VfB Stuttgart,2014-09-19,54.0,53.0,60.0,56.0,48.0,46.0,54.0,40.0
15632,10269,VfB Stuttgart,2015-09-10,59.0,41.0,58.0,66.0,48.0,41.0,44.0,32.0
15633,8295,Karlsruher SC,2010-02-22,70.0,35.0,70.0,65.0,70.0,65.0,40.0,65.0
15633,8295,Karlsruher SC,2011-02-22,53.0,55.0,71.0,56.0,56.0,52.0,46.0,47.0
15633,8295,Karlsruher SC,2012-02-22,54.0,47.0,53.0,44.0,49.0,34.0,46.0,39.0
15633,8295,Karlsruher SC,2014-09-19,56.0,53.0,53.0,46.0,49.0,32.0,46.0,37.0
15633,8295,Karlsruher SC,2015-09-10,54.0,47.0,53.0,44.0,49.0,34.0,46.0,39.0
15634,9911,VfL Bochum,2010-02-22,50.0,65.0,55.0,45.0,50.0,40.0,60.0,40.0
15634,9911,VfL Bochum,2011-02-22,55.0,56.0,55.0,49.0,52.0,48.0,60.0,56.0
15634,9911,VfL Bochum,2012-02-22,40.0,48.0,51.0,54.0,37.0,34.0,53.0,49.0
15634,9911,VfL Bochum,2013-09-20,40.0,48.0,51.0,54.0,37.0,40.0,53.0,41.0
15634,9911,VfL Bochum,2014-09-19,38.0,48.0,51.0,54.0,36.0,34.0,53.0,49.0
15634,9911,VfL Bochum,2015-09-10,69.0,57.0,66.0,40.0,66.0,58.0,47.0,67.0
16237,8358,SC Freiburg,2010-02-22,50.0,30.0,30.0,70.0,60.0,55.0,50.0,50.0
16237,8358,SC Freiburg,2011-02-22,50.0,47.0,47.0,41.0,34.0,41.0,42.0,50.0
16237,8358,SC Freiburg,2012-02-22,52.0,61.0,62.0,50.0,42.0,30.0,50.0,39.0
16237,8358,SC Freiburg,2013-09-20,59.0,38.0,55.0,39.0,43.0,53.0,62.0,37.0
16237,8358,SC Freiburg,2014-09-19,39.0,48.0,55.0,33.0,44.0,59.0,60.0,39.0
16237,8358,SC Freiburg,2015-09-10,59.0,38.0,55.0,44.0,45.0,53.0,62.0,29.0
16239,8165,1. FC Nürnberg,2010-02-22,45.0,50.0,40.0,70.0,70.0,55.0,55.0,40.0
16239,8165,1. FC Nürnberg,2011-02-22,45.0,50.0,47.0,45.0,56.0,55.0,61.0,46.0
16239,8165,1. FC Nürnberg,2012-02-22,44.0,49.0,51.0,49.0,48.0,30.0,40.0,43.0
16239,8165,1. FC Nürnberg,2013-09-20,46.0,49.0,56.0,54.0,67.0,39.0,57.0,44.0
16239,8165,1. FC Nürnberg,2014-09-19,46.0,38.0,58.0,48.0,55.0,51.0,50.0,47.0
16239,8165,1. FC Nürnberg,2015-09-10,46.0,49.0,51.0,52.0,59.0,30.0,40.0,44.0
16243,9905,1. FSV Mainz 05,2010-02-22,45.0,40.0,45.0,70.0,70.0,50.0,70.0,50.0
16243,9905,1. FSV Mainz 05,2011-02-22,65.0,50.0,59.0,62.0,53.0,57.0,53.0,43.0
16243,9905,1. FSV Mainz 05,2012-02-22,68.0,57.0,55.0,39.0,60.0,52.0,65.0,53.0
16243,9905,1. FSV Mainz 05,2013-09-20,66.0,52.0,55.0,37.0,56.0,48.0,65.0,53.0
16243,9905,1. FSV Mainz 05,2014-09-19,67.0,57.0,55.0,38.0,44.0,53.0,60.0,52.0
16243,9905,1. FSV Mainz 05,2015-09-10,60.0,53.0,49.0,40.0,44.0,55.0,62.0,47.0
16848,8350,1. FC Kaiserslautern,2010-02-22,45.0,55.0,45.0,70.0,70.0,70.0,70.0,70.0
16848,8350,1. FC Kaiserslautern,2011-02-22,48.0,42.0,49.0,68.0,53.0,38.0,48.0,53.0
16848,8350,1. FC Kaiserslautern,2012-02-22,38.0,54.0,43.0,49.0,64.0,37.0,51.0,53.0
16848,8350,1. FC Kaiserslautern,2013-09-20,61.0,54.0,43.0,62.0,56.0,48.0,50.0,53.0
16848,8350,1. FC Kaiserslautern,2014-09-19,66.0,53.0,54.0,69.0,51.0,47.0,47.0,49.0
16848,8350,1. FC Kaiserslautern,2015-09-10,49.0,52.0,49.0,54.0,64.0,41.0,51.0,53.0
16850,8152,FC St. Pauli,2010-02-22,60.0,60.0,50.0,70.0,70.0,60.0,70.0,55.0
16850,8152,FC St. Pauli,2011-02-22,60.0,42.0,63.0,55.0,56.0,49.0,60.0,55.0
16850,8152,FC St. Pauli,2012-02-22,53.0,64.0,60.0,34.0,53.0,49.0,44.0,59.0
16850,8152,FC St. Pauli,2013-09-20,53.0,56.0,62.0,46.0,53.0,49.0,44.0,57.0
16850,8152,FC St. Pauli,2014-09-19,53.0,56.0,68.0,53.0,34.0,46.0,44.0,54.0
16850,8152,FC St. Pauli,2015-09-10,52.0,56.0,62.0,53.0,38.0,39.0,44.0,57.0
17465,8406,FC Augsburg,2010-02-22,45.0,45.0,35.0,70.0,70.0,45.0,55.0,45.0
17465,8406,FC Augsburg,2011-02-22,68.0,40.0,52.0,64.0,72.0,59.0,49.0,42.0
17465,8406,FC Augsburg,2012-02-22,55.0,55.0,49.0,57.0,55.0,47.0,58.0,56.0
17465,8406,FC Augsburg,2013-09-20,40.0,55.0,49.0,72.0,53.0,33.0,43.0,52.0
17465,8406,FC Augsburg,2014-09-19,62.0,69.0,41.0,63.0,56.0,47.0,55.0,52.0
17465,8406,FC Augsburg,2015-09-10,59.0,55.0,49.0,62.0,55.0,34.0,50.0,59.0
18074,8194,Fortuna Düsseldorf,2010-02-22,65.0,35.0,70.0,50.0,52.0,45.0,70.0,54.0
18074,8194,Fortuna Düsseldorf,2011-02-22,51.0,38.0,52.0,40.0,54.0,46.0,59.0,34.0
18074,8194,Fortuna Düsseldorf,2012-02-22,67.0,47.0,67.0,68.0,55.0,56.0,57.0,52.0
18074,8194,Fortuna Düsseldorf,2013-09-20,41.0,69.0,55.0,68.0,52.0,24.0,48.0,45.0
18074,8194,Fortuna Düsseldorf,2014-09-19,72.0,57.0,55.0,49.0,37.0,47.0,48.0,50.0
18074,8194,Fortuna Düsseldorf,2015-09-10,47.0,47.0,55.0,68.0,55.0,56.0,57.0,52.0
18079,8357,SpVgg Greuther Fürth,2010-02-22,55.0,45.0,30.0,70.0,70.0,40.0,55.0,60.0
18079,8357,SpVgg Greuther Fürth,2011-02-22,59.0,40.0,56.0,54.0,48.0,59.0,46.0,53.0
18079,8357,SpVgg Greuther Fürth,2012-02-22,68.0,45.0,54.0,44.0,43.0,48.0,56.0,66.0
18079,8357,SpVgg Greuther Fürth,2013-09-20,57.0,53.0,54.0,49.0,46.0,36.0,56.0,33.0
18079,8357,SpVgg Greuther Fürth,2014-09-19,66.0,38.0,56.0,40.0,52.0,49.0,48.0,62.0
18079,8357,SpVgg Greuther Fürth,2015-09-10,54.0,53.0,54.0,49.0,46.0,48.0,56.0,66.0
18691,9776,Eintracht Braunschweig,2012-02-22,64.0,54.0,52.0,66.0,62.0,54.0,42.0,48.0
18691,9776,Eintracht Braunschweig,2013-09-20,68.0,54.0,62.0,66.0,67.0,57.0,47.0,53.0
18691,9776,Eintracht Braunschweig,2014-09-19,61.0,62.0,59.0,43.0,55.0,30.0,40.0,39.0
18691,9776,Eintracht Braunschweig,2015-09-10,66.0,54.0,62.0,59.0,51.0,57.0,47.0,53.0
19305,8460,SC Paderborn 07,2010-02-22,70.0,49.0,50.0,34.0,55.0,30.0,48.0,30.0
19305,8460,SC Paderborn 07,2011-02-22,52.0,48.0,49.0,37.0,55.0,36.0,48.0,40.0
19305,8460,SC Paderborn 07,2012-02-22,67.0,59.0,52.0,48.0,68.0,33.0,52.0,53.0
19305,8460,SC Paderborn 07,2013-09-20,67.0,59.0,52.0,48.0,68.0,40.0,52.0,53.0
19305,8460,SC Paderborn 07,2014-09-19,73.0,55.0,52.0,48.0,63.0,33.0,55.0,53.0
19305,8460,SC Paderborn 07,2015-09-10,67.0,62.0,56.0,48.0,56.0,25.0,29.0,54.0
19916,8234,FC Ingolstadt 04,2011-02-22,47.0,54.0,54.0,51.0,46.0,37.0,50.0,53.0
19916,8234,FC Ingolstadt 04,2012-02-22,55.0,46.0,47.0,53.0,51.0,33.0,42.0,49.0
19916,8234,FC Ingolstadt 04,2013-09-20,55.0,46.0,47.0,53.0,51.0,33.0,42.0,49.0
19916,8234,FC Ingolstadt 04,2014-09-19,54.0,47.0,53.0,33.0,52.0,42.0,36.0,49.0
19916,8234,FC Ingolstadt 04,2015-09-10,55.0,46.0,47.0,53.0,51.0,37.0,48.0,49.0
19917,8262,SV Darmstadt 98,2015-09-10,59.0,77.0,52.0,77.0,45.0,32.0,56.0,41.0
20513,8524,Atalanta,2010-02-22,35.0,40.0,35.0,30.0,55.0,30.0,30.0,55.0
20513,8524,Atalanta,2011-02-22,65.0,50.0,50.0,65.0,55.0,45.0,55.0,65.0
20513,8524,Atalanta,2012-02-22,40.0,50.0,53.0,47.0,50.0,55.0,42.0,50.0
20513,8524,Atalanta,2013-09-20,64.0,36.0,38.0,49.0,51.0,54.0,53.0,49.0
20513,8524,Atalanta,2014-09-19,64.0,37.0,38.0,49.0,51.0,36.0,66.0,49.0
20513,8524,Atalanta,2015-09-10,64.0,37.0,38.0,49.0,51.0,36.0,63.0,49.0
20514,8551,Siena,2010-02-22,35.0,30.0,30.0,30.0,55.0,40.0,65.0,55.0
20514,8551,Siena,2011-02-22,50.0,50.0,50.0,65.0,55.0,40.0,45.0,55.0
20514,8551,Siena,2012-02-22,45.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
20514,8551,Siena,2013-09-20,47.0,48.0,54.0,56.0,52.0,37.0,49.0,51.0
20514,8551,Siena,2014-09-19,47.0,48.0,64.0,67.0,52.0,44.0,49.0,51.0
20515,8529,Cagliari,2010-02-22,40.0,30.0,30.0,35.0,55.0,40.0,55.0,60.0
20515,8529,Cagliari,2011-02-22,65.0,50.0,50.0,65.0,50.0,45.0,45.0,51.0
20515,8529,Cagliari,2012-02-22,40.0,50.0,65.0,50.0,50.0,45.0,45.0,50.0
20515,8529,Cagliari,2013-09-20,63.0,36.0,66.0,51.0,51.0,46.0,56.0,51.0
20515,8529,Cagliari,2014-09-19,63.0,53.0,33.0,51.0,68.0,37.0,56.0,51.0
20515,8529,Cagliari,2015-09-10,67.0,35.0,69.0,58.0,69.0,65.0,65.0,57.0
20516,8543,Lazio,2010-02-22,60.0,50.0,50.0,40.0,70.0,55.0,50.0,70.0
20516,8543,Lazio,2011-02-22,60.0,35.0,50.0,35.0,51.0,45.0,50.0,35.0
20516,8543,Lazio,2012-02-22,45.0,50.0,65.0,50.0,50.0,35.0,45.0,50.0
20516,8543,Lazio,2013-09-20,51.0,54.0,68.0,52.0,69.0,59.0,53.0,54.0
20516,8543,Lazio,2014-09-19,49.0,54.0,68.0,63.0,69.0,59.0,53.0,54.0
20516,8543,Lazio,2015-09-10,68.0,55.0,68.0,80.0,72.0,59.0,66.0,65.0
20517,8530,Catania,2010-02-22,35.0,30.0,30.0,30.0,60.0,35.0,55.0,50.0
20517,8530,Catania,2011-02-22,65.0,35.0,50.0,65.0,63.0,35.0,55.0,50.0
20517,8530,Catania,2012-02-22,40.0,50.0,50.0,50.0,50.0,25.0,50.0,35.0
20517,8530,Catania,2013-09-20,67.0,37.0,67.0,52.0,52.0,37.0,57.0,52.0
20517,8530,Catania,2014-09-19,75.0,48.0,53.0,52.0,36.0,28.0,67.0,52.0
20517,8530,Catania,2015-09-10,70.0,48.0,53.0,52.0,36.0,31.0,64.0,52.0
20518,10233,Genoa,2010-02-22,70.0,50.0,70.0,40.0,65.0,40.0,65.0,30.0
20518,10233,Genoa,2011-02-22,65.0,35.0,50.0,50.0,50.0,54.0,65.0,35.0
20518,10233,Genoa,2012-02-22,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0
20518,10233,Genoa,2013-09-20,64.0,38.0,66.0,67.0,49.0,46.0,47.0,53.0
20518,10233,Genoa,2014-09-19,64.0,68.0,66.0,53.0,49.0,23.0,47.0,53.0
20518,10233,Genoa,2015-09-10,64.0,68.0,66.0,45.0,23.0,27.0,47.0,53.0
20519,8533,Chievo Verona,2010-02-22,45.0,30.0,35.0,45.0,65.0,30.0,70.0,65.0
20519,8533,Chievo Verona,2011-02-22,45.0,50.0,49.0,45.0,35.0,36.0,70.0,51.0
20519,8533,Chievo Verona,2012-02-22,60.0,65.0,50.0,50.0,65.0,25.0,45.0,50.0
20519,8533,Chievo Verona,2013-09-20,66.0,67.0,52.0,51.0,66.0,26.0,59.0,51.0
20519,8533,Chievo Verona,2014-09-19,66.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
20519,8533,Chievo Verona,2015-09-10,66.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0
20520,8690,Reggio Calabria,2010-02-22,55.0,30.0,30.0,30.0,70.0,40.0,50.0,50.0
20520,8690,Reggio Calabria,2011-02-22,55.0,30.0,30.0,30.0,49.0,40.0,50.0,50.0
20520,8690,Reggio Calabria,2012-02-22,50.0,50.0,50.0,65.0,50.0,35.0,45.0,50.0
20520,8690,Reggio Calabria,2013-09-20,52.0,56.0,57.0,74.0,55.0,38.0,48.0,52.0
20520,8690,Reggio Calabria,2014-09-19,52.0,56.0,57.0,74.0,53.0,38.0,48.0,52.0
20521,8535,Fiorentina,2010-02-22,67.0,30.0,50.0,60.0,60.0,45.0,30.0,60.0
20521,8535,Fiorentina,2011-02-22,49.0,50.0,50.0,60.0,60.0,45.0,45.0,50.0
20521,8535,Fiorentina,2012-02-22,45.0,50.0,65.0,50.0,50.0,45.0,45.0,50.0
20521,8535,Fiorentina,2013-09-20,53.0,51.0,64.0,51.0,53.0,47.0,47.0,51.0
20521,8535,Fiorentina,2014-09-19,34.0,33.0,68.0,51.0,53.0,58.0,59.0,67.0
20521,8535,Fiorentina,2015-09-10,34.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0
20522,9885,Juventus,2010-02-22,45.0,35.0,45.0,55.0,70.0,50.0,35.0,70.0
20522,9885,Juventus,2011-02-22,65.0,50.0,50.0,77.0,50.0,55.0,55.0,35.0
20522,9885,Juventus,2012-02-22,50.0,35.0,65.0,65.0,50.0,35.0,55.0,35.0
20522,9885,Juventus,2013-09-20,39.0,33.0,51.0,63.0,72.0,66.0,67.0,36.0
20522,9885,Juventus,2014-09-19,26.0,24.0,64.0,53.0,72.0,23.0,67.0,36.0
20522,9885,Juventus,2015-09-10,50.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0
20523,8564,Milan,2010-02-22,45.0,30.0,55.0,45.0,70.0,30.0,35.0,60.0
20523,8564,Milan,2011-02-22,65.0,50.0,50.0,60.0,50.0,50.0,50.0,50.0
20523,8564,Milan,2012-02-22,45.0,50.0,65.0,20.0,50.0,45.0,45.0,50.0
20523,8564,Milan,2013-09-20,48.0,54.0,51.0,53.0,64.0,48.0,49.0,53.0
20523,8564,Milan,2014-09-19,48.0,52.0,66.0,36.0,75.0,58.0,57.0,49.0
20523,8564,Milan,2015-09-10,48.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0
20524,9857,Bologna,2010-02-22,65.0,55.0,30.0,70.0,65.0,55.0,30.0,50.0
20524,9857,Bologna,2011-02-22,65.0,35.0,35.0,35.0,50.0,30.0,50.0,50.0
20524,9857,Bologna,2012-02-22,40.0,50.0,35.0,35.0,50.0,35.0,45.0,50.0
20524,9857,Bologna,2013-09-20,63.0,48.0,49.0,63.0,63.0,43.0,43.0,48.0
20524,9857,Bologna,2014-09-19,63.0,48.0,32.0,48.0,52.0,28.0,54.0,48.0
20524,9857,Bologna,2015-09-10,63.0,48.0,32.0,48.0,52.0,30.0,54.0,48.0
20525,8686,Roma,2010-02-22,70.0,30.0,60.0,60.0,70.0,55.0,30.0,70.0
20525,8686,Roma,2011-02-22,64.0,30.0,67.0,50.0,65.0,46.0,47.0,50.0
20525,8686,Roma,2012-02-22,60.0,40.0,65.0,35.0,50.0,35.0,45.0,50.0
20525,8686,Roma,2013-09-20,53.0,55.0,77.0,75.0,56.0,49.0,47.0,53.0
20525,8686,Roma,2014-09-19,67.0,38.0,73.0,64.0,56.0,36.0,57.0,34.0
20525,8686,Roma,2015-09-10,68.0,47.0,71.0,54.0,66.0,36.0,57.0,48.0
20526,9875,Napoli,2010-02-22,70.0,30.0,30.0,35.0,70.0,50.0,70.0,45.0
20526,9875,Napoli,2011-02-22,50.0,35.0,65.0,65.0,50.0,50.0,70.0,45.0
20526,9875,Napoli,2012-02-22,60.0,50.0,65.0,65.0,50.0,45.0,55.0,50.0
20526,9875,Napoli,2013-09-20,68.0,52.0,68.0,69.0,53.0,44.0,57.0,53.0
20526,9875,Napoli,2014-09-19,72.0,34.0,76.0,66.0,73.0,61.0,59.0,39.0
20526,9875,Napoli,2015-09-10,53.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0
20527,9882,Sampdoria,2010-02-22,60.0,30.0,30.0,30.0,65.0,50.0,30.0,55.0
20527,9882,Sampdoria,2011-02-22,50.0,65.0,65.0,65.0,50.0,35.0,45.0,55.0
20527,9882,Sampdoria,2012-02-22,35.0,35.0,35.0,65.0,35.0,45.0,45.0,50.0
20527,9882,Sampdoria,2013-09-20,36.0,38.0,49.0,62.0,33.0,50.0,51.0,53.0
20527,9882,Sampdoria,2014-09-19,36.0,38.0,49.0,52.0,62.0,54.0,57.0,64.0
20527,9882,Sampdoria,2015-09-10,36.0,38.0,49.0,52.0,29.0,50.0,51.0,53.0
20528,8636,Inter,2010-02-22,55.0,55.0,50.0,55.0,70.0,50.0,60.0,55.0
20528,8636,Inter,2011-02-22,55.0,50.0,50.0,55.0,65.0,50.0,60.0,55.0
20528,8636,Inter,2012-02-22,45.0,50.0,65.0,50.0,65.0,35.0,55.0,35.0
20528,8636,Inter,2013-09-20,67.0,67.0,68.0,52.0,66.0,36.0,57.0,38.0
20528,8636,Inter,2014-09-19,67.0,67.0,68.0,69.0,66.0,23.0,57.0,34.0
20528,8636,Inter,2015-09-10,58.0,54.0,56.0,60.0,53.0,47.0,49.0,63.0
20529,9804,Torino,2010-02-22,45.0,35.0,40.0,30.0,70.0,45.0,35.0,55.0
20529,9804,Torino,2011-02-22,45.0,35.0,40.0,47.0,35.0,45.0,45.0,55.0
20529,9804,Torino,2012-02-22,50.0,50.0,50.0,65.0,50.0,35.0,45.0,50.0
20529,9804,Torino,2013-09-20,71.0,36.0,37.0,72.0,53.0,39.0,46.0,52.0
20529,9804,Torino,2014-09-19,76.0,64.0,64.0,72.0,53.0,39.0,34.0,52.0
20529,9804,Torino,2015-09-10,69.0,36.0,37.0,69.0,53.0,39.0,46.0,52.0
20530,9888,Lecce,2010-02-22,40.0,30.0,45.0,60.0,70.0,30.0,70.0,65.0
20530,9888,Lecce,2011-02-22,50.0,50.0,50.0,60.0,52.0,30.0,55.0,65.0
20530,9888,Lecce,2012-02-22,45.0,50.0,50.0,50.0,35.0,35.0,55.0,50.0
20531,8600,Udinese,2010-02-22,64.0,35.0,30.0,50.0,70.0,35.0,30.0,55.0
20531,8600,Udinese,2011-02-22,70.0,49.0,66.0,50.0,50.0,44.0,45.0,55.0
20531,8600,Udinese,2012-02-22,75.0,45.0,65.0,65.0,50.0,45.0,55.0,50.0
20531,8600,Udinese,2013-09-20,78.0,63.0,69.0,78.0,52.0,40.0,63.0,57.0
20531,8600,Udinese,2014-09-19,71.0,63.0,69.0,78.0,52.0,40.0,46.0,57.0
20531,8600,Udinese,2015-09-10,68.0,63.0,69.0,68.0,52.0,40.0,57.0,57.0
20532,8540,Palermo,2010-02-22,63.0,50.0,30.0,30.0,70.0,45.0,40.0,60.0
20532,8540,Palermo,2011-02-22,65.0,35.0,50.0,65.0,50.0,35.0,45.0,50.0
20532,8540,Palermo,2012-02-22,60.0,40.0,50.0,35.0,65.0,45.0,45.0,50.0
20532,8540,Palermo,2013-09-20,66.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0
20532,8540,Palermo,2014-09-19,66.0,37.0,56.0,34.0,63.0,43.0,42.0,48.0
20532,8540,Palermo,2015-09-10,66.0,36.0,60.0,34.0,64.0,44.0,58.0,50.0
21280,9976,Bari,2010-02-22,30.0,30.0,30.0,40.0,65.0,40.0,30.0,45.0
21280,9976,Bari,2011-02-22,65.0,35.0,65.0,63.0,65.0,55.0,45.0,60.0
21280,9976,Bari,2012-02-22,50.0,50.0,50.0,35.0,50.0,45.0,45.0,50.0
21280,9976,Bari,2013-09-20,55.0,57.0,54.0,44.0,60.0,49.0,51.0,61.0
